standard_id,source_file,source_sheet,source_row,source_type,query,expected_tier,expected_tier_name,expected_factor_name,expected_factor_value,expected_factor_unit,expected_factor_source,expected_scope3_category,expected_lifecycle_boundary,expected_lifecycle_stage,expected_quality_decision,expected_review_note
RB-00053,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,54,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00054,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,55,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00055,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,56,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00056,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,57,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00057,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,58,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00058,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,59,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00059,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,60,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00060,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,61,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00061,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,62,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00062,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,63,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00063,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,64,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00064,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,65,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00065,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,66,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00066,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,67,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00067,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,68,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00068,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,69,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00069,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,70,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00070,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,71,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00071,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,72,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00072,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,73,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00073,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,74,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00074,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,75,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00075,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,76,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00076,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,77,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00077,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,78,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00078,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,79,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00079,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,80,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00080,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,81,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00081,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,82,procurement_workbook,環氧樹脂 (Epoxy) E-44 Low Viscosity,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00082,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,83,procurement_workbook,工業級催化劑 Platinum Based / Powder,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
RB-00083,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,84,procurement_workbook,ABS 樹脂顆粒 Injection Grade / High Impact,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00084,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_化學與塑膠加-表格 1.csv,Scope 3 Procurement Data_化學與塑膠加,85,procurement_workbook,乙烯單體 (Ethylene) 99.9% Purity,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg,Idemat,Category 1 (Purchased Goods),,,,此為國際平均值，實際情況可能因地區而異
